21	49	52	p63	Gene	1.5768858194351196
21	172	175	p63	Gene	1.1470097303390503
21	16	19	p73	Gene	1.2008200883865356
21	57	60	p73	Gene	2.5396909713745117
21	180	183	p73	Gene	1.538575291633606
22	21	24	p53	Gene	0.13027654588222504
22	111	114	p53	Gene	2.071146249771118
22	290	293	p53	Gene	1.366536021232605
22	95	105	dna breaks	NA	1.105850100517273
22	58	72	single-stranded	Disease	-1.0154472589492798
22	80	94	double-stranded	NA	-0.17587701976299286
23	0	33	saccharomyces cerevisiae proteins	NA	-0.4151093661785126
23	69	102	saccharomyces cerevisiae proteins	NA	-0.1630111038684845
23	46	55	ubiquitin	Gene	0.17083245515823364
23	123	132	ubiquitin	Gene	0.23160845041275024
24	6	19	peptidoglycan recognition protein	NA	0.3011552095413208
24	83	96	peptidoglycan recognition protein	NA	-0.038028422743082047
24	0	5	mice	species	-0.1558765172958374
24	77	82	mice	species	-0.6356988549232483
24	201	206	mice	species	1.1645528078079224
25	9	20	scleroderma	Disease	-0.8539233803749084
25	116	127	scleroderma	Disease	-1.8324390649795532
25	184	195	scleroderma	Disease	-0.9372304677963257
25	72	91	microarray analysis	NA	0.021106094121932983
26	39	50	cytokinesis	NA	-0.8910802602767944
26	115	126	cytokinesis	NA	-0.7334839105606079
26	132	137	yeasts	NA	0.017571017146110535
26	98	102	bub2	Gene	1.2549183368682861
26	107	111	bfa1	Gene	-0.07778239995241165
27	8	17	autophagy	NA	-2.60056471824646
27	101	110	autophagy	NA	-3.219386100769043
27	21	30	apoptosis	Disease	-2.294792652130127
27	115	124	apoptosis	Disease	-3.43310546875
28	46	55	autophagy	NA	-1.559648871421814
28	150	159	autophagy	NA	-1.9211639165878296
28	255	264	autophagy	NA	-2.3570356369018555
28	32	41	apoptosis	Disease	-1.8712888956069946
28	136	145	apoptosis	Disease	-1.595223307609558
28	241	250	apoptosis	Disease	-0.1525285243988037
28	56	66	cell death	Disease	-2.612790107727051
28	109	122	morphological and microscopic findings	NA	-2.002220869064331
28	0	9	proteases	NA	-0.027521084994077682
29	14	18	gyra	NA	-1.6189287900924683
29	89	93	gyra	NA	0.8343238830566406
29	137	141	gyra	NA	0.8367946147918701
29	196	200	gyra	NA	-0.23061679303646088
29	19	28	mutation	Disease	-2.347947359085083
29	96	105	mutation	Disease	-0.28831255435943604
29	145	154	mutation	Disease	-2.133108615875244
29	82	88	e. coli	species	1.3992466926574707
29	155	161	e. coli	species	-0.5287028551101685
29	69	79	phenotype	NA	-0.9271671175956726
30	26	29	homeodomain proteins	Gene	-1.6621100902557373
30	26	29	transcription factors	Gene	-1.6621100902557373
30	92	95	homeodomain proteins	Gene	-1.0608413219451904
30	92	95	transcription factors	Gene	-1.0608413219451904
30	156	159	homeodomain proteins	Gene	0.1896747648715973
30	156	159	transcription factors	Gene	0.1896747648715973
30	30	34	Gene expression regulation	NA	-4.592350482940674
30	96	100	Gene expression regulation	NA	-3.8311359882354736
31	0	3	tor	Gene	0.38170498609542847
31	101	104	tor	Gene	1.2283109426498413
31	115	118	tor	Gene	0.22189705073833466
31	17	34	neurofibromatosis	Disease	-1.9046050310134888
31	79	96	neurofibromatosis	Disease	-2.3971667289733887
32	0	9	xenograft	NA	-1.4697842597961426
32	68	77	xenograft	NA	-0.8874590396881104
32	104	113	xenograft	NA	-1.6100176572799683
33	60	80	mutant mouse strains	NA	1.236865758895874
33	24	38	histoplasmosis	Disease	-0.38680747151374817
34	17	29	cryptococcus	species	-4.419060707092285
34	130	142	cryptococcus	species	1.0394456386566162
34	235	247	cryptococcus	species	1.0291510820388794
34	0	13	Gene products	NA	-2.430095911026001
34	113	126	Gene products	NA	-1.1223069429397583
35	0	4	wd40	NA	-0.5172704458236694
35	75	79	wd40	NA	2.515552282333374
35	22	30	proteins	Disease	0.49700576066970825
35	55	63	proteins	Disease	1.9582990407943726
36	0	5	rab3a	Gene	0.4519751965999603
36	32	37	rab3a	Gene	-0.04921307414770126
37	0	3	pam	Disease	-0.0962391123175621
37	60	63	pam	Disease	-0.23112507164478302
37	85	88	pam	Disease	-0.7958635091781616
38	17	23	stroke	Disease	-0.08042670041322708
38	103	109	stroke	Disease	-0.03056441992521286
38	251	257	stroke	Disease	0.4399102032184601
38	118	135	apolipoprotein e4	Gene	0.8956739902496338
38	139	147	factor v	Gene	2.353548288345337
38	55	59	loci	NA	0.16951091587543488
38	0	12	risk factors	NA	0.42917555570602417
38	234	246	risk factors	NA	-0.7138351202011108
39	49	61	risk factors	NA	-1.296915888786316
39	253	265	risk factors	NA	-1.0763291120529175
39	0	12	hypertension	Disease	-2.0343453884124756
39	85	97	hypertension	Disease	-0.7195664644241333
39	22	27	Genes	NA	-0.299760103225708
39	141	146	Genes	NA	0.36915311217308044
40	0	8	antigens	NA	-0.7685509324073792
40	60	68	antigens	NA	0.04850754141807556
40	27	43	epithelial cells	NA	0.1450337916612625
40	87	103	epithelial cells	NA	-0.18339958786964417
40	22	26	lung	Disease	0.2623423635959625
40	82	86	lung	Disease	0.1439848691225052
41	17	54	cftr	Gene	0.4035125970840454
41	129	166	cftr	Gene	0.2764757573604584
41	112	121	mutation	Disease	0.6377668380737305
41	191	200	mutation	Disease	-1.5882538557052612
42	28	42	Genetic translocation	NA	-0.10509613156318665
42	0	5	Genes	NA	0.9641692638397217
42	48	53	Genes	NA	-0.8701052069664001
43	0	15	sleeping beauty	NA	-0.08046402037143707
43	27	42	sleeping beauty	NA	-0.17077895998954773
43	108	123	sleeping beauty	NA	-0.5371886491775513
44	0	8	proteins	Disease	-1.9797688722610474
44	106	114	proteins	Disease	-1.479780912399292
44	25	52	ngf	NA	-0.7552809119224548
44	79	106	ngf	NA	-0.15041272342205048
44	183	210	ngf	NA	-0.5745993256568909
45	29	41	Genetic loci	NA	-0.1974949687719345
45	0	13	mental health	NA	-0.8703487515449524
45	50	63	mental health	NA	-0.36303356289863586
45	98	111	mental health	NA	-0.4263998866081238
46	16	36	biological processes	NA	-0.6709847450256348
46	112	132	biological processes	NA	0.03130313754081726
46	11	16	humans	species	0.916144847869873
46	0	4	rsk2	Gene	1.5902067422866821
46	40	44	rsk2	Gene	0.9055202007293701
47	11	15	bcl-2	Gene	1.1861257553100586
47	67	71	bcl-2	Gene	0.8256780505180359
47	16	42	antagonists and inhibitors	NA	-1.2514697313308716
47	98	124	antagonists and inhibitors	NA	-0.2289499044418335
48	6	14	homology	NA	-1.406181812286377
48	0	5	humans	species	-2.2128283977508545
48	100	105	humans	species	-2.5026257038116455
48	30	33	unc	Gene	0.7977854609489441
48	104	107	unc	Gene	-0.8749494552612305
49	26	34	sequence	Disease	0.5977200269699097
49	112	120	sequence	Disease	0.5084262490272522
49	195	203	sequence	Disease	0.5391422510147095
49	274	282	sequence	Disease	0.904550313949585
50	0	15	low temperature	NA	-2.955233573913574
50	95	110	low temperature	NA	-3.7194712162017822
50	235	250	low temperature	NA	-3.2413828372955322
50	24	34	expression	Chemical	-4.22743034362793
50	114	130	escherichia coli	NA	-1.5863083600997925
